,date,location,ratio
29030,2021/12/28,Georgia,0.003844581
28918,2021/12/29,Georgia,0.003076923
28806,2021/12/30,Georgia,0.002623543
28694,2021/12/31,Georgia,0.001039031
28582,2022/1/1,Georgia,0
28470,2022/1/2,Georgia,0
28358,2022/1/3,Georgia,0
28246,2022/1/4,Georgia,0.000787959
28134,2022/1/5,Georgia,0.00093562
28022,2022/1/6,Georgia,0.004863591
27910,2022/1/7,Georgia,0.002113945
27798,2022/1/8,Georgia,0
27686,2022/1/9,Georgia,0
27574,2022/1/10,Georgia,0.000561854
27462,2022/1/11,Georgia,0.001865904
27350,2022/1/12,Georgia,0.002822252
27238,2022/1/13,Georgia,0.003078547
27126,2022/1/14,Georgia,0.002605795
